企业名称,宣讲地点,宣讲时间,宣讲场地
云南省卡尔荣格床垫有限责任公司,昆明理工大学,2017-04-07,呈贡校区西北区教学楼B栋104
北京任仕达企业管理有限责任公司招聘会,昆明理工大学,2017-04-07,呈贡校区信自楼617
昆明市西山家家乐培训学校,昆明理工大学,2017-04-07,呈贡校区西北区教学楼B栋101
海信集团昆明分公司,昆明理工大学,2017-04-06,呈贡校区西北区教学楼B栋102
海信集团昆明分公司,昆明理工大学,2017-04-06,呈贡校区西北区教学楼B栋102
云南省卡尔荣格床垫有限责任公司,云南师范大学,2017-04-06,云南师范大学呈贡校区大学生活动中心101 大厅
云南海诚实业集团有限公司,云南师范大学,2017-04-06,云南师范大学呈贡校区大学生活动中心101 大厅
云南凡尔赛教育科技有限公司,云南师范大学,2017-04-06,云南师范大学呈贡校区大学生活动中心101 大厅
云南祥鹏航空有限责任公司招聘简章,云南大学,2017-04-06,其他地点
祥鹏航空大学生飞行学员招聘简章,云南大学,2017-04-06,其他地点
云南盛欧科技有限公司,云南财经大学,2017-04-06,学生服务大厅
祥鹏航空2017春季校园招聘简章,云南大学,2017-04-06,呈贡楠苑综合楼多功能厅
青岛啤酒股份有限公司,云南农业大学,2017-04-05,7号教学楼B区502教室
成都京东世纪贸易有限公司,云南财经大学,2017-04-05,学生服务大厅
深圳华强方特文化科技集团股份有限公司,昆明理工大学,2017-04-05,呈贡校区西北区B栋101
云南善群企业管理有限公司,云南师范大学,2017-04-01,云南师范大学呈贡校区大学生活动中心101 大厅
云南雲尚大宅装饰设计工程有限公司,云南财经大学,2017-03-31,学生服务大厅
中国葛洲坝集团第六工程有限公司校园招聘会,云南大学,2017-03-31,呈贡楠苑综合楼多功能厅
云南房星科技有限公司,云南财经大学,2017-03-31,学生服务大厅
云南昆交投供应链管理有限公司,昆明理工大学,2017-03-31,呈贡校区西北区教学楼B栋101
云南昆交投供应链管理有限公司,昆明理工大学,2017-03-31,呈贡校区西北区教学楼B栋101
深圳市奋达培训学院,云南民族大学,2017-03-31,广智院A－106
云南凡尔赛教育科技有限公司,昆明理工大学,2017-03-31,呈贡校区西北区教学楼B栋104
云南善群企业管理有限公司,云南民族大学,2017-03-31,广智院A－102
深圳华强方特文化科技集团股份有限公司,云南师范大学,2017-03-31,云南师范大学大学生就业活动中心101大厅
中铁二十四局集团有限公司,昆明理工大学,2017-03-31,呈贡校区西北区教学楼B栋105
深圳能源集团股份有限公司,昆明理工大学,2017-03-31,莲华校区主楼218
昆明万科房地产开发有限公司,云南财经大学,2017-03-30,学生服务大厅
江苏省张家港市人才中心,昆明理工大学,2017-03-30,呈贡校区信自100报告厅
正大集团（中国区）农牧食品企业云南区,昆明理工大学,2017-03-30,呈贡校区机电楼报告厅
深圳市思考乐教育培训中心,云南师范大学,2017-03-30,云南师范大学大学生就业活动中心101大厅
金诺教育集团,云南师范大学,2017-03-30,云南师范大学大学生就业活动中心101大厅
艺萌艺术教育,云南师范大学,2017-03-30,云南师范大学大学生就业活动中心101大厅
深圳市奋达培训学院,云南师范大学,2017-03-30,云南师范大学大学生就业活动中心101大厅
美吉姆资优儿童教育集团,云南师范大学,2017-03-30,云南师范大学呈贡校区大学生活动中心101大厅
阳光人寿保险有限公司云南分公司2017年校园招聘,云南大学,2017-03-30,其他地点
阳光人寿保险有限公司云南分公司2017年校园招聘,云南大学,2017-03-30,其他地点
浙江晶科能源控股有限公司招聘简章,云南大学,2017-03-30,呈贡楠苑综合楼多功能厅
蓝月亮（中国）有限公司,西南林业大学,2017-03-30,新校区学生就业创业实训基地二楼报告厅
昆明尊园房地产经纪有限公司,云南财经大学,2017-03-30,学生服务大厅
云南小画家艺术乐园,云南师范大学,2017-03-30,云南师范大学大学生就业活动中心101大厅
昆明市青茁教育咨询有限公司,云南师范大学,2017-03-30,云南师范大学呈贡校区大学生活动中心101大厅
晶科能源有限公司全球2017届“晶英”人才工程第五届  校园,云南大学,2017-03-30,呈贡楠苑综合楼多功能厅
中国电子系统工程第四建设有限公司,昆明理工大学,2017-03-30,呈贡校区西北区教学楼B栋101
北汽云南瑞丽汽车有限公司,西南林业大学,2017-03-30,新校区学生就业创业实训基地二楼报告厅
中工信融（北京）信息技术有限公司,云南财经大学,2017-03-30,学生服务大厅
中铁二十四局集团有限公司2017年高校毕业生校园招聘会,云南大学,2017-03-30,呈贡楠苑综合楼多功能厅
深圳鳄鱼涂料公司昆明分公司,昆明理工大学,2017-03-30,呈贡校区西北区教学楼B栋101
德宏州盈江县民族完全中学,云南师范大学,2017-03-30,云南师范大学大学生就业活动中心101大厅
昆明星火教育信息咨询有限公司,云南财经大学,2017-03-29,学生服务大厅
四川弈新实业有限公司,云南农业大学,2017-03-29,7号教学楼B区506教室（周三）
中国大地财产保险股份有限公司云南分公司2017年校园招聘会,云南大学,2017-03-29,呈贡楠苑综合楼多功能厅
中国大地财产保险股份有限公司云南分公司2017年校园招聘会,云南大学,2017-03-29,呈贡楠苑综合楼多功能厅
昆明世纪城物业管理有限公司,云南农业大学,2017-03-29,7号教学楼B区502教室
云南房星科技有限公司,昆明理工大学,2017-03-29,呈贡校区西北区教学楼B栋101
昆明万科房地产开发有限公司2017年校园招聘会,云南大学,2017-03-29,其他地点
阳光人寿保险股份有限公司云南分公司,昆明理工大学,2017-03-29,呈贡校区西北区教学楼B栋105
最新招聘信息,云南大学,2017-03-29,请关注招聘详细信息
vivo（云南高沃科技有限公司）,昆明理工大学,2017-03-29,呈贡校区西北区教学楼B栋102
浙江晶科能源有限公司,云南民族大学,2017-03-29,广智院A－104
镇雄滇龙生态科技有限公司招聘会,昆明理工大学,2017-03-29,呈贡校区机电楼报告厅
云南云内动力集团有限公司,云南财经大学,2017-03-29,学生服务大厅
深圳华强方特文化科技集团股份有限公司2017年校园招聘会,云南大学,2017-03-29,呈贡楠苑综合楼多功能厅
张家港市人才中心组团招聘,云南大学,2017-03-29,其他地点
玉溪市江川区人才服务中心,昆明理工大学,2017-03-29,呈贡校区西北区教学楼B栋104
北京绿色农华植保科技有限责任公司,云南农业大学,2017-03-28,7号教学楼B区502教室
 软通动力信息技术（集团）有限公司2017年校园招聘会,云南大学,2017-03-28,呈贡楠苑综合楼多功能厅
浙江晶科能源有限公司,昆明理工大学,2017-03-28,呈贡校区信自100报告厅
浙江晶科能源有限公司,昆明理工大学,2017-03-28,呈贡校区信自100报告厅
北汽云南瑞丽汽车有限公司,昆明理工大学,2017-03-28,呈贡校区西北区教学楼B栋101
深圳市奋达培训学院,昆明理工大学,2017-03-28,呈贡校区西北区教学楼B栋102
北海市教育局,云南师范大学,2017-03-28,云南师范大学呈贡校区大学生活动中心101大厅
广西壮族自治区北海市合浦县,云南财经大学,2017-03-27,凌媒北205
云南坤荣科技有限公司,云南农业大学,2017-03-27,7号教学楼B区504教室
镇雄滇龙生态科技有限公司,云南农业大学,2017-03-27,7号教学楼B区505教室（周一）
延长壳牌（四川）石油有限公司2017年校园招聘,云南大学,2017-03-27,其他地点
科海电子股份有限公司,昆明理工大学,2017-03-27,呈贡校区西北区教学楼B栋102
昆明农家乐复合肥有限责任公司2017年校园招聘会,云南大学,2017-03-27,呈贡楠苑综合楼多功能厅
云南冶金资源股份有限公司2017年校园招聘公告,云南大学,2017-03-27,本部泽清堂
云南电网楚雄供电局,昆明理工大学,2017-03-27,呈贡校区西北区教学楼B栋100A
万达集团管理培训生,昆明理工大学,2017-03-27,呈贡校区建工楼200报告厅
日照钢铁控股集团有限公司,昆明理工大学,2017-03-27,莲华校区主楼218
美吉姆资优儿童教育集团,云南大学,2017-03-27,其他地点
云南冶金资源股份有限公司,昆明理工大学,2017-03-27,莲华校区国土资源工程学院第一会议室
云南冶金资源股份有限公司,昆明理工大学,2017-03-27,莲华校区国土资源工程学院第一会议室
云南云内动力集团有限公司,昆明理工大学,2017-03-27,呈贡校区机电楼报告厅
2017年合浦县引进高层次、急需紧缺人才招聘会,昆明理工大学,2017-03-27,呈贡校区西北区B栋101
广东省封开县教师,云南师范大学,2017-03-27,云南师范大学呈贡校区大学生活动中心101大厅
广东理工学院招聘,昆明理工大学,2017-03-27,昆明理工大学呈贡校区公教楼401室
中国五冶集团有限公司,昆明理工大学,2017-03-25,呈贡校区学生事务中心505B会议室
广东理工学院,云南财经大学,2017-03-25,学生服务大厅
国泰君安证券股份有限公司云南分公司,云南财经大学,2017-03-24,学生服务大厅
民生电商瑞服科技有限公司,云南财经大学,2017-03-24,学生服务大厅
上海汉得信息技术有限公司,云南民族大学,2017-03-24,广智院A－107
广东海信冰箱股份营销有限公司昆明分公司,云南民族大学,2017-03-24,广智院A－103
昆明世纪城物业管理有限公司,云南民族大学,2017-03-24,广智院A－104
人本集团有限公司,云南民族大学,2017-03-24,广智院A-112
中工信融（北京）信息技术有限公司,云南民族大学,2017-03-24,广智院A-110
四川弈新实业有限公司,云南民族大学,2017-03-24,广智院A－102
昆明尊园房地产经纪有限公司,云南民族大学,2017-03-24,广智院A－106
昆明尊园房地产经纪有限公司,云南民族大学,2017-03-24,广智院A－106
云南中星电子有限公司公司招聘会,昆明理工大学,2017-03-24,呈贡校区信自楼617
江西瑞林稀贵金属科技有限公司,昆明理工大学,2017-03-24,莲华校区主楼218
佛山市顺德区顺茵绿化设计工程有限公司,西南林业大学,2017-03-24,新校区学生就业创业实训基地二楼报告厅
中国水利水电第五工程局有限公司,云南师范大学,2017-03-23,云南师范大学呈贡校区大学生活动中心101大厅
重庆链家房地产经纪有限公司,云南师范大学,2017-03-23,云南师范大学呈贡校区大学生活动中心101大厅
深圳通拓科技有限公司,云南师范大学,2017-03-23,云南师范大学呈贡校区大学生活动中心101大厅
深圳欣捷易托有限公司,云南师范大学,2017-03-23,云南师范大学呈贡校区大学生活动中心101大厅
Ace街舞培训,云南师范大学,2017-03-23,云南师范大学呈贡校区大学生活动中心101大厅
云南师范大学西南联大博物馆,云南师范大学,2017-03-23,云南师范大学呈贡校区大学生活动中心101大厅
重庆亚美欧文化交流发展中心,云南师范大学,2017-03-23,云南师范大学呈贡校区大学生活动中心101大厅
上海汉得信息技术有限公司,云南农业大学,2017-03-23,7号教学楼B区406教室
星火教育集团,昆明理工大学,2017-03-23,呈贡校区西北区教学楼B栋105
中国大地财产保险股份有限公司云南分公司,云南财经大学,2017-03-23,学生服务大厅
云南金麟湾爱情小镇旅游开发有限公司,西南林业大学,2017-03-23,新校区学生就业创业实训基地二楼报告厅
桂林理工大学南宁分校,云南师范大学,2017-03-23,云南师范大学呈贡校区大学生活动中心101大厅
桂林理工大学南宁分校,云南师范大学,2017-03-23,云南师范大学呈贡校区大学生活动中心101大厅
昆明耐佳特体育文化传播有限公司,云南师范大学,2017-03-23,云南师范大学呈贡校区大学生活动中心101大厅
云南省轻工业学校,云南师范大学,2017-03-23,云南师范大学呈贡校区大学生活动中心101大厅
