企业名称,宣讲地点,宣讲时间,宣讲场地
北京苏普鑫鑫网络科技有限公司,云南农业大学,2018-05-10,7号教学楼C区306教室（周四）
四川海底捞餐饮股份有限公司,昆明理工大学,2018-05-10,呈贡校区西北区教学楼B栋101
云南化工设计院有限公司,昆明理工大学,2018-05-10,呈贡校区西北区教学楼B栋105
云南化工设计院有限公司,昆明理工大学,2018-05-10,呈贡校区西北区教学楼B栋105
莱克电气股份有限公司,昆明理工大学,2018-05-10,呈贡校区西北区教学楼B栋104
昆明楚米电子商务有限公司,昆明理工大学,2018-05-10,呈贡校区西北区教学楼B栋102
昆明五洲立人教育投资有限公司,云南民族大学,2018-05-10,广智院A-315
云南佰富勤光电科技有限公司,云南民族大学,2018-05-10,广智院A-215
中航物业管理有限公司昆明分公司,云南民族大学,2018-05-10,广智院A-405
昆明居立方装饰设计工程有限公司,云南民族大学,2018-05-10,广智院A-407
四川海底捞餐饮股份有限公司,云南大学滇池学院,2018-05-10,崇志楼多媒体教室4-202
云南绿宝香精香料股份有限公司,西南林业大学,2018-05-10,新校区就业创业实训基地一楼报告厅
四川海底捞餐饮股份有限公司,云南财经大学,2018-05-09,学生服务大厅
中国化学工程第三建设有限公司,云南农业大学,2018-05-09,7号教学楼B区203教室（周三）
云南前程伟业人力资源管理有限公司,云南农业大学,2018-05-09,7号教学楼B区107教室（周三）
云南万兴隆生物科技集团有限公司,云南农业大学,2018-05-09,7号教学楼B区105教室（周三）
昆明风淼国际旅行社有限公司,昆明理工大学,2018-05-09,呈贡校区西北区教学楼B栋101
山东师范大学安宁华清中学,云南财经大学,2018-05-09,学生服务大厅
深圳学而思教育科技有限公司,昆明理工大学,2018-05-08,呈贡校区西北区教学楼B栋102
深圳学而思教育科技有限公司,昆明理工大学,2018-05-08,呈贡校区西北区教学楼B栋102
云南帝豪品味装饰工程有限公司,西南林业大学,2018-05-08,设计楼204
四川海底捞餐饮股份有限公司,云南农业大学,2018-05-08,7号教学楼B区506教室（周二）
昆明荔枝企业管理咨询有限公司,云南财经大学,2018-05-08,学生服务大厅
云南锡业集团（控股）有限责任公司,云南财经大学,2018-05-08,凌媒北401
昆明金风凰航空培训有限公司 昆明跨境电子商务产业园,昆明理工大学,2018-05-08,呈贡校区西北区教学楼B栋104
长讯通信服务有限公司,昆明理工大学,2018-05-08,呈贡校区西北区教学楼B栋102
中国化学工程第三建设有限公司,昆明理工大学,2018-05-08,呈贡校区西北区教学楼B栋101
太平人寿保险有限公司昆明中心支公司,云南民族大学,2018-05-08,广智院A-208
北京苏普鑫鑫网络科技有限公司,云南民族大学,2018-05-08,广智院A-210
中国化学工程第三建设有限公司,云南大学滇池学院,2018-05-08,崇志楼多媒体教室4-202
昆明期乐汇经济信息咨询有限公司,昆明理工大学,2018-05-07,莲华校区主楼106报告厅
上海安能聚创供应链管理有限公司,昆明理工大学,2018-05-07,呈贡校区西北区教学楼B栋104
中招国际招标有限公司云南分公司,昆明理工大学,2018-05-07,呈贡校区西北区教学楼B栋101
云南前程伟业人力资源管理有限公司,云南民族大学,2018-05-07,广智院A-413
中国化学工程第三建设有限公司,云南民族大学,2018-05-07,广智院 -506
中国化学工程第三建设有限公司,云南民族大学,2018-05-07,广智院 -506
昆明融创源赐置业有限责任公司,昆明理工大学,2018-05-04,呈贡校区西北区教学楼B栋104
成都西悉景观规划设计有限公司,云南农业大学,2018-05-04,7号教学楼B区503教室（周五）
肇庆市现代筑美家居有限公司,云南农业大学,2018-05-04,7号教学楼B区403教室（周五）
正元地理信息有限责任公司云南分公司,西南林业大学,2018-05-04,A416
云南精诚净化系统工程有限公司,昆明理工大学,2018-05-04,呈贡校区西北区教学楼B栋101
昆明风淼国际旅行社有限公司,云南民族大学,2018-05-04,广智院A-106
厦门航空有限公司,昆明理工大学,2018-05-04,呈贡校区西北区教学楼B栋101
招商银行股份有限公司信用卡中心,云南财经大学,2018-05-03,学生服务大厅
成都西悉景观规划设计有限公司,西南林业大学,2018-05-03,第三教学楼105多媒体教室
上海浦东发展银行股份有限公司信用卡中心,昆明理工大学,2018-05-03,呈贡校区西北区教学楼B栋102
潍柴动力股份有限公司,昆明理工大学,2018-05-03,呈贡校区西北区教学楼B栋101
北京航空航天大学,云南财经大学,2018-04-28,学生服务大厅
太平洋第十一建设集团,昆明理工大学,2018-04-28,呈贡校区西北区教学楼B栋101
黎欧思照明（上海）有限公司,西南林业大学,2018-04-27,设计楼204
云南华辰水电工程咨询有限公司,云南农业大学,2018-04-27,7号教学楼C区302教室（周五）
云南华辰水电工程咨询有限公司,云南农业大学,2018-04-27,7号教学楼C区302教室（周五）
云南锡业集团（控股）有限责任公司,昆明理工大学,2018-04-27,莲华校区主楼106报告厅
昆明云金地科技有限公司,西南林业大学,2018-04-27,A416
招商银行股份有限公司信用卡中心,云南农业大学,2018-04-27,7号教学楼C区206教室（周五）
中国水利水电第十四工程局有限公司,西南林业大学,2018-04-27,经管楼521
青拓集团有限公司,云南农业大学,2018-04-27,7号教学楼B区503教室（周五）
深圳市雅昌科技股份有限公司,云南农业大学,2018-04-27,7号教学楼B区403教室（周五）
云南谭先生农牧科技有限公司,云南农业大学,2018-04-27,7号教学楼B区505教室（周五）
云南前程伟业人力资源管理有限公司,昆明理工大学,2018-04-27,呈贡校区西北区教学楼B栋102
昆明海源水族商贸有限公司,昆明理工大学,2018-04-27,呈贡校区西北区教学楼B栋104
韩山师范学院,昆明理工大学,2018-04-27,呈贡校区西北区教学楼B栋102
重庆人才交流中心组团招聘,昆明理工大学,2018-04-27,新迎校区明虹楼报告厅
云南品骏速递有限公司,云南财经大学,2018-04-27,学生服务大厅
深圳文科园林股份有限公司,云南财经大学,2018-04-27,凌媒南802
福建恒安集团有限公司,云南财经大学,2018-04-26,学生服务大厅
保山隆基硅材料有限公司,云南大学滇池学院,2018-04-26,崇志楼多媒体教室4-202
保山隆基硅材料有限公司,云南大学滇池学院,2018-04-26,崇志楼多媒体教室4-202
广东都市丽人实业有限公司,云南农业大学,2018-04-26,7号教学楼C区306教室（周四）
广东都市丽人实业有限公司,云南农业大学,2018-04-26,7号教学楼C区306
昆明正大有限公司,西南林业大学,2018-04-26,B教610
深圳文科园林股份有限公司,云南农业大学,2018-04-26,7号教学楼B区505教室（周四）
云南众湖互联网科技有限公司,昆明理工大学,2018-04-26,呈贡校区西北区教学楼B栋102
昆明广旭宇畜牧有限公司,昆明理工大学,2018-04-26,呈贡校区西北区教学楼B栋104
昆明链策房地产经纪有限公司,昆明理工大学,2018-04-26,新迎校区明虹楼508
云南谭先生农牧科技有限公司,云南民族大学,2018-04-26,广智院A-215
云南菌视界生物科技有限公司,西南林业大学,2018-04-26,经管楼101
中国平安人寿保险股份有限公司上海电话销售中心,云南大学滇池学院,2018-04-26,崇志楼多媒体教室
蚌埠欧尚超市有限公司,云南财经大学,2018-04-26,学生服务大厅
云南平云会计师事务所有限公司,昆明理工大学,2018-04-26,新迎校区梓韵楼301
昆明钢铁控股有限公司昆钢大厦分公司,昆明理工大学,2018-04-26,呈贡校区西北区教学楼B栋104
河钢股份有限公司承德分公司,昆明理工大学,2018-04-26,新迎校区明虹楼710
昆明芭啦啦商贸有限公司,昆明理工大学,2018-04-26,新迎校区明虹楼415
昆明芭啦啦商贸有限公司,昆明理工大学,2018-04-26,新迎校区明虹楼415
中山市高博教育培训中心,昆明理工大学,2018-04-26,新迎校区明虹楼报告厅
广东都市丽人实业有限公司,云南财经大学,2018-04-25,学生服务大厅
云南省弥勒市烟用物资有限责任公司,云南农业大学,2018-04-25,7号教学楼B区105教室（周三）
云南蓝天园林绿化工程有限公司,西南林业大学,2018-04-25,A509
安徽省农利化肥股份有限公司云南分公司,西南林业大学,2018-04-25,林学楼714
上海妙尺商贸有限公司,云南财经大学,2018-04-25,学生服务大厅
昆明广旭宇畜牧有限公司,云南农业大学,2018-04-25,7号教学楼B区203教室（周三）
深圳八方纵横生态技术有限公司,云南农业大学,2018-04-25,7号教学楼B区205教室(周三）
北京恒凯祥园商贸有限公司,云南农业大学,2018-04-25,7号教学楼B区107教室（周三）
中山市高博教育培训中心,昆明理工大学,2018-04-25,呈贡校区西北区教学楼B栋104
云南昆船机械制造有限公司,昆明理工大学,2018-04-25,呈贡校区西北区教学楼B栋105
深圳市达科为生物技术股份有限公司,昆明理工大学,2018-04-25,呈贡校区西北区教学楼B栋102
义乌市新纪元电子商务有限公司,云南大学滇池学院,2018-04-25,崇志楼多媒体教室4-202
东亚银行（中国）有限公司昆明分行,云南财经大学,2018-04-25,学生服务大厅
建盟设计集团有限公司云南分公司,西南林业大学,2018-04-25,A509
建盟设计集团有限公司云南分公司,西南林业大学,2018-04-25,A509
云南七彩乐器有限公司,昆明理工大学,2018-04-25,呈贡校区西北区教学楼B栋101
昆明百事威咨询服务有限公司,昆明理工大学,2018-04-25,新迎校区明虹楼报告厅
云南波澜装饰装修工程有限公司,昆明理工大学,2018-04-25,呈贡校区西北区教学楼B栋104
云南为君开园林工程有限公司,西南林业大学,2018-04-25,A509
开化县住房和城乡建设局,云南农业大学,2018-04-25,工程中心122
中国石油天然气第六建设有限公司,云南财经大学,2018-04-24,学生服务大厅
万达信息股份有限公司,昆明理工大学,2018-04-24,呈贡校区西北区教学楼B栋104
北京中农信达信息技术有限公司,西南林业大学,2018-04-24,林学楼714
四川国光农化股份有限公司,云南农业大学,2018-04-24,7号教学楼B区506教室（周二）
昆明德和罐头食品有限责任公司,昆明理工大学,2018-04-24,呈贡校区西北区教学楼B栋102
昆明宜良融丰村镇银行股份有限公司,昆明理工大学,2018-04-24,新迎校区明虹楼报告厅
中国石油天然气第六建设有限公司,云南民族大学,2018-04-24,广智院A-207
中国人寿保险股份有限公司昆明分公司,云南民族大学,2018-04-24,广智院长A-209
昆明荔枝企业管理咨询有限公司,云南民族大学,2018-04-24,广智院A-210
广西滨海城市建设发展有限公司,云南民族大学,2018-04-24,广智院A-214
广西滨海城市建设发展有限公司,云南民族大学,2018-04-24,广智院A-214
文山海螺水泥有限责任公司,云南财经大学,2018-04-24,学生服务大厅
中国人寿保险股份有限公司昆明分公司,云南大学滇池学院,2018-04-24,崇志楼多媒体教室4-202
云南朴德教育信息咨询有限公司,昆明理工大学,2018-04-24,呈贡校区西北区教学楼B栋102
云南科威液态金属谷研发有限公司,昆明理工大学,2018-04-24,呈贡校区西北区教学楼B栋101
马关县卫生和计划生育局,云南中医学院,2018-04-24,教学楼1308、1312
山西大同大学,昆明理工大学,2018-04-24,莲华校区主楼106报告厅
文山海螺水泥有限责任公司,云南民族大学,2018-04-23,广智院A-413
昆明翔逸航空驾驶员培训有限公司,云南民族大学,2018-04-23,广智院 -506
新疆科学技术学院阿克苏筹建办公室,昆明理工大学,2018-04-23,呈贡校区西北区教学楼B栋102
中国核工业第五建设有限公司,昆明理工大学,2018-04-22,莲华校区主楼106报告厅
深圳市宇阳科技发展有限公司,昆明理工大学,2018-04-22,呈贡校区西北区教学楼B栋101
文山海螺水泥有限责任公司,昆明理工大学,2018-04-22,新迎校区明虹楼报告厅
文山海螺水泥有限责任公司,昆明理工大学,2018-04-22,呈贡校区西北区教学楼B栋101
中建八局第一建设有限公司,昆明理工大学,2018-04-21,呈贡校区西北区教学楼B栋101
中国水利水电第十四工程局有限公司,云南财经大学,2018-04-21,学生服务大厅
中国水利水电第十四工程局有限公司,云南财经大学,2018-04-21,学生服务大厅
江苏豪森药业集团有限公司,云南中医学院,2018-04-20,教学楼1111
杭州娃哈哈集团有限公司,大理大学,2018-04-20,J1-122（四大）
昆明万科房地产开发有限公司,昆明理工大学,2018-04-20,呈贡校区西南区公教楼小剧场
云南航程人力资源有限公司,昆明理工大学,2018-04-20,呈贡校区西北区教学楼B栋104
云南新世纪药业有限公司,云南财经大学,2018-04-20,学生服务大厅
昆明丽佳商贸有限公司,昆明理工大学,2018-04-20,呈贡校区西北区教学楼B栋204
广东理工学院,云南民族大学,2018-04-20,广智院A-107
云南白药集团健康产品有限公司,云南中医学院,2018-04-20,教学楼1214
昆明丽佳商贸有限公司,云南民族大学,2018-04-20,广智院A-108
中国人寿保险股份有限公司昆明分公司,云南财经大学,2018-04-20,学生服务大厅
中国石油天然气股份有限公司云南销售分公司,昆明理工大学,2018-04-20,呈贡校区西北区教学楼B栋101
云南城市建设职业学院,昆明理工大学,2018-04-20,呈贡校区西北区教学楼B栋105
广州山水比德设计股份有限公司云南分公司,西南林业大学,2018-04-19,三教202多媒体教室
云南航程人力资源有限公司,云南财经大学,2018-04-19,学生服务大厅
南方泵业股份有限公司,昆明理工大学,2018-04-19,呈贡校区西北区教学楼B栋101
南方泵业股份有限公司,昆明理工大学,2018-04-19,呈贡校区西北区教学楼B栋101
大悦城商业管理（北京）有限公司昆明分公司,云南农业大学,2018-04-19,7号教学楼C区306教室（周四）
昆明世纪金源购物大广场有限公司,云南财经大学,2018-04-19,学生服务大厅
昆明万科房地产开发有限公司,云南财经大学,2018-04-19,凌云楼南附201
昆明荔枝企业管理咨询有限公司,昆明理工大学,2018-04-19,呈贡校区西北区教学楼B栋402
重庆玛格家居有限公司,昆明理工大学,2018-04-19,呈贡校区机电工程学院1楼报告厅
中铁港航局集团第三工程有限公司,昆明理工大学,2018-04-19,呈贡校区西北区教学楼B栋102
正元地理信息有限责任公司云南分公司,西南林业大学,2018-04-19,A416
携程计算机技术（上海）有限公司,云南民族大学,2018-04-19,广智院长A-305
北京恒凯祥园商贸有限公司,云南民族大学,2018-04-19,广智院A-207
四川云信汇美网络科技有限公司,云南民族大学,2018-04-19,广智院A-412
云南中润财税专修管理学院,云南民族大学,2018-04-19,广智院A-506
云南云内动力集团有限公司,昆明理工大学,2018-04-19,呈贡校区信自楼617
中首投资管理有限公司,云南财经大学,2018-04-19,学生服务大厅
比亚迪股份有限公司,昆明理工大学,2018-04-18,呈贡校区西北区教学楼B栋101
昆明翔逸航空驾驶员培训有限公司,云南财经大学,2018-04-18,学生服务大厅
昆明翔逸航空驾驶员培训有限公司,云南财经大学,2018-04-18,学生服务大厅
宜昌人福药业有限责任公司,云南大学滇池学院,2018-04-18,崇志楼多媒体教室
中国石油天然气股份有限公司云南销售分公司,云南财经大学,2018-04-18,学生服务大厅
深圳先进微电子科技有限公司,昆明理工大学,2018-04-17,呈贡校区机电工程学院1楼报告厅
广东理工学院,昆明理工大学,2018-04-17,呈贡校区西北区教学楼B栋102
万联证券股份有限公司昆明人民西路证券营业部,云南财经大学,2018-04-17,学生服务大厅
云南新东方培训学校,昆明理工大学,2018-04-17,呈贡校区西北区教学楼B栋101
安徽财经大学,云南财经大学,2018-04-17,学生服务大厅
云南航程人力资源有限公司,云南农业大学,2018-04-17,7号教学楼B区506教室（周二）
云南新世纪药业有限公司,昆明理工大学,2018-04-17,呈贡校区西北区教学楼B栋104
北京恒凯祥园商贸有限公司,昆明理工大学,2018-04-17,呈贡校区西北区教学楼B栋105
国防科技大学计算机研究所银河技术服务部,昆明理工大学,2018-04-17,呈贡校区西北区教学楼B栋102
四川准达信息技术有限公司,云南民族大学,2018-04-17,广智院长A-209
招商证券股份有限公司昆明北京路证券营业部,云南财经大学,2018-04-17,学生服务大厅
内蒙古盛安民爆技术研究中心,昆明理工大学,2018-04-17,呈贡校区西北区教学楼B栋104
北京苏普鑫鑫网络科技有限公司,昆明理工大学,2018-04-17,呈贡校区西北区教学楼B栋105
北京苏普鑫鑫网络科技有限公司,昆明理工大学,2018-04-17,呈贡校区西北区教学楼B栋105
广东尚研电子科技有限公司,昆明理工大学,2018-04-17,呈贡校区西北区教学楼B栋101
云南中润财税专修管理学院,云南财经大学,2018-04-16,学生服务大厅
云南迪信通电子通信技术有限公司,云南财经大学,2018-04-16,学生服务大厅
深圳市世和安全技术咨询有限公司,昆明理工大学,2018-04-16,莲华校区主楼306
云南尚泽信息技术有限公司,昆明理工大学,2018-04-16,呈贡校区西北区教学楼B栋105
东莞市中镓半导体科技有限公司,昆明理工大学,2018-04-16,呈贡校区西北区教学楼B栋104
云南航程人力资源有限公司,云南民族大学,2018-04-16,广智院长A-307
昆明翔逸航空驾驶员培训有限公司,云南民族大学,2018-04-16,广智院长A-314
广东理工学院,云南财经大学,2018-04-16,学生服务大厅
广东省长大公路工程有限公司,昆明理工大学,2018-04-16,呈贡校区西北区教学楼B栋101
青拓集团有限公司,昆明理工大学,2018-04-16,呈贡校区西北区教学楼B栋102
中首投资管理有限公司,昆明理工大学,2018-04-13,莲华校区主楼118
四川古蔺郎酒销售有限公司,云南农业大学,2018-04-13,7号教学楼B区403教室（周五）
昆明市五华区好老师专升本培训学校,云南农业大学,2018-04-13,7号教学楼B区505教室（周五）
深圳市奋达培训学院,云南财经大学,2018-04-13,凌媒南附301
深圳市奋达培训学院,云南财经大学,2018-04-13,凌媒南附301
赛轮金宇集团股份有限公司,云南民族大学,2018-04-13,广智院A-109
云南朴德教育信息咨询有限公司,云南民族大学,2018-04-13,广智院A-102
深圳市维也纳国际酒店管理有限公司,云南民族大学,2018-04-13,广智院A-108
云南聚光科技有限公司,云南民族大学,2018-04-13,广智院A-107
云南省城乡建设投资有限公司,云南财经大学,2018-04-13,凌云楼南附201
四川中泰联合设计股份有限公司,昆明理工大学,2018-04-13,呈贡校区西北区教学楼B栋101
湖南中伟控股集团有限公司,昆明理工大学,2018-04-13,呈贡校区化工楼100报告厅
北京中公教育科技股份有限公司云南分公司,云南财经大学,2018-04-12,学生服务大厅
四川准达信息技术有限公司,西南林业大学,2018-04-12,D309
深圳市维也纳国际酒店管理有限公司,云南财经大学,2018-04-12,学生服务大厅
深圳海外装饰工程有限公司,云南农业大学,2018-04-12,7号教学楼C区306教室（周四）
昆明云欣科技有限公司,昆明理工大学,2018-04-12,呈贡校区西北教学楼B202
华自科技股份有限公司,昆明理工大学,2018-04-12,呈贡校区西北区教学楼B栋102
昆明市五华区好老师专升本培训学校,昆明理工大学,2018-04-12,呈贡校区西北区教学楼B栋105
云南禾厦圣水科技有限公司,昆明理工大学,2018-04-12,呈贡校区西北教学楼B栋201
云南禾厦圣水科技有限公司,昆明理工大学,2018-04-12,呈贡校区西北教学楼B栋201
昆明星火教育信息咨询有限公司,昆明理工大学,2018-04-12,呈贡校区西北区教学楼B栋101
东丽高新聚化（佛山）有限公司,云南民族大学,2018-04-12,广智院A-506
深圳市奋达培训学院,云南大学滇池学院,2018-04-12,崇志楼多媒体教室
山东恒邦冶炼股份有限公司,昆明理工大学,2018-04-12,呈贡校区西北区教学楼B栋102
东丽高新聚化（佛山）有限公司,昆明理工大学,2018-04-12,呈贡校区西北区教学楼B栋105
中铁二十四局集团有限公司,昆明理工大学,2018-04-12,呈贡校区西北区教学楼B栋101
天津财经大学珠江学校,云南财经大学,2018-04-12,学生服务大厅
北京航空航天大学,昆明理工大学,2018-04-11,呈贡校区西北区教学楼B栋101
中海油云南销售有限公司,云南财经大学,2018-04-11,学生服务大厅
中国水利水电第四工程局有限公司,云南财经大学,2018-04-11,学生服务大厅
北京恒凯祥园商贸有限公司,云南农业大学,2018-04-11,7号教学楼B区107教室（周三）
鲁泰纺织股份有限公司,西南林业大学,2018-04-11,三教202多媒体教室
昆明五华励步儿童教育培训学校,云南农业大学,2018-04-11,7号教学楼B区105教室（周三）
云南建投第二水利水电建设有限公司,昆明理工大学,2018-04-11,呈贡校区西北区教学楼B栋104
融创物业服务集团有限公司,昆明理工大学,2018-04-11,呈贡校区中心区教学楼403
融创物业服务集团有限公司,昆明理工大学,2018-04-11,呈贡校区中心区教学楼403
深圳市奋达培训学院,云南民族大学,2018-04-11,广智院A-516
云南昌旭能源发展有限公司,云南大学滇池学院,2018-04-11,崇志楼多媒体教室
宏旺投资集团有限公司,昆明理工大学,2018-04-11,莲华校区主楼106报告厅
广西壮族自治区南宁树木园,西南林业大学,2018-04-11,林学楼714
广东广青金属科技有限公司,昆明理工大学,2018-04-11,莲华校区主楼310
广西柳工机械股份有限公司,昆明理工大学,2018-04-10,呈贡校区西北区教学楼B栋101
四川准达信息技术有限公司,云南农业大学,2018-04-10,7号教学楼B区506教室（周二）
中铁建设集团有限公司昆明分公司,昆明理工大学,2018-04-10,新迎校区明虹楼报告厅
深圳市奋达培训学院,云南艺术学院,2018-04-10,艺术设计学院103会议室
湖南新马制衣有限公司,云南民族大学,2018-04-10,广智院A-207
红塔股份有限公司昆明滇池路证券营业部,云南民族大学,2018-04-10,广智院A-209
四川企舰科技股份有限公司,昆明理工大学,2018-04-10,莲华校区主楼106报告厅
云南朴德教育信息咨询有限公司,云南财经大学,2018-04-10,学生服务大厅
中信银行股份有限公司信用卡中心昆明分中心,西南林业大学,2018-04-10,文政楼301
云南昌旭能源发展有限公司,昆明理工大学,2018-04-10,呈贡校区西北区教学楼B栋101
云南昌旭能源发展有限公司,昆明理工大学,2018-04-10,呈贡校区西北区教学楼B栋101
上海浦发银行股份有限公司信用卡中心,西南林业大学,2018-04-10,文政楼301
中铁建设集团有限公司昆明分公司,昆明理工大学,2018-04-10,呈贡校区西北区教学楼B栋105
深圳海外装饰工程有限公司,昆明理工大学,2018-04-10,呈贡校区西北区教学楼B栋104
深圳海外装饰工程有限公司,云南财经大学,2018-04-09,学生服务大厅
四川准达信息技术有限公司,昆明理工大学,2018-04-09,呈贡校区西北区教学楼B栋101
厦门趣店融资租赁有限公司,云南民族大学,2018-04-09,广智院 -506
云南云投盈科物业管理股份有限公司,云南民族大学,2018-04-09,广智院A-413
麦盖提县教育局,云南民族大学,2018-04-09,广智院B-303
云南正知信息技术有限公司,昆明理工大学,2018-04-09,呈贡校区西北区教学楼B栋101
深圳市奋达培训学院,昆明理工大学,2018-04-09,呈贡校区西北区教学楼B栋102
云南达阵信息技术服务有限公司,云南财经大学,2018-04-09,学生服务大厅
中国人寿保险股份有限公司昆明分公司,云南财经大学,2018-04-06,学生服务大厅
云南云投盈科物业管理股份有限公司,云南财经大学,2018-04-04,南院逸夫楼
昆明齐瑞丰农业科技有限公司,云南农业大学,2018-04-04,7号教学楼B区105教室（周三）
上海汉丰·建筑设计有限公司·云南分公司,昆明理工大学,2018-04-04,呈贡校区西北区教学楼B栋104
上海汉丰·建筑设计有限公司·云南分公司,昆明理工大学,2018-04-04,呈贡校区西北区教学楼B栋104
中铁二十局集团第五工程有限公司,昆明理工大学,2018-04-04,呈贡校区西北区教学楼B栋102
云南浸泡村教育培训有限公司,昆明理工大学,2018-04-04,呈贡校区西北区教学楼B栋101
新疆喀什地区麦盖提县招聘教师,昆明理工大学,2018-04-04,呈贡校区西北区教学楼B栋101
红塔股份有限公司昆明滇池路证券营业部,云南财经大学,2018-04-03,学生服务大厅
浙江青山钢铁有限公司,昆明理工大学,2018-04-03,呈贡校区西北区教学楼B栋102
太平人寿保险有限公司昆明中心支公司,云南财经大学,2018-04-03,学生服务大厅
昆明市五华区卓博教育培训学校,昆明理工大学,2018-04-03,呈贡校区西北区教学楼B栋101
浙江青山钢铁有限公司,昆明理工大学,2018-04-03,莲华校区冶能楼407
云南沃尔玛百货有限公司昆明国贸中心分店,云南财经大学,2018-04-02,学生服务大厅
长春金赛药业股份有限公司,昆明理工大学,2018-04-02,呈贡校区西北区教学楼B栋102
厦门趣店融资租赁有限公司,昆明理工大学,2018-04-02,呈贡校区西北区教学楼B栋101
中国水利水电第十四工程局有限公司,昆明理工大学,2018-04-02,呈贡校区西北区教学楼B栋102
云南云投新奥燃气有限公司,昆明理工大学,2018-04-02,呈贡校区西北区教学楼B栋104
日照钢铁有限公司,昆明理工大学,2018-04-02,呈贡校区西北区教学楼B栋101
中铁十七局集团有限公司,昆明理工大学,2018-03-31,呈贡校区中心区教学楼101
中铁十七局集团有限公司,昆明理工大学,2018-03-31,呈贡校区中心区教学楼101
中建钢构有限公司,昆明理工大学,2018-03-30,呈贡校区计算中心100报告厅
云南智云信息技术股份有限公司,西南林业大学,2018-03-30,A416
昆明家韵房地产经纪有限公司,云南农业大学,2018-03-30,7号教学楼C区304教室（周五）
北京华戎生物激素厂,云南农业大学,2018-03-30,7号教学楼B区505教室（周五）
云南财经大学,云南财经大学,2018-03-30,学生服务大厅
云南同策房地产经纪有限公司,云南民族大学,2018-03-30,广智院A-107
中铁二十局集团第五工程有限公司,云南民族大学,2018-03-30,广智院A-109
招商银行股份有限公司昆明分行,昆明理工大学,2018-03-30,呈贡校区西北区教学楼B栋104
云南广厦规划建筑设计院有限公司,昆明理工大学,2018-03-30,呈贡校区西北区教学楼B栋102
中海油云南销售有限公司,昆明理工大学,2018-03-29,呈贡校区西北区教学楼B栋101
云南普华山鹰企业管理咨询有限公司,云南农业大学,2018-03-29,7号教学楼C区306教室（周三）
云南华软教育信息咨询有限 公司,云南农业大学,2018-03-29,7号教学楼C区106教室（周四）
云南金吉安建设咨询监理有限公司,云南农业大学,2018-03-29,7号教学楼B区402教室（周四）
中国核工业二三建设有限公司,云南农业大学,2018-03-29,7号教学楼B区306教室（周四）
云南帝鸿电子商务有限公司,昆明理工大学,2018-03-29,呈贡校区西北区教学楼B栋102
云南帝鸿电子商务有限公司,昆明理工大学,2018-03-29,呈贡校区西北区教学楼B栋102
中国水利水电第五工程局,昆明理工大学,2018-03-29,新迎校区明虹楼报告厅
昆明链策房地产经纪有限公司,昆明理工大学,2018-03-29,呈贡校区西北区教学楼B栋104
上海嘉春装饰设计工程有限公司,昆明理工大学,2018-03-29,呈贡校区西北区教学楼B栋101
南昌欧菲显示科技有限公司,云南民族大学,2018-03-29,广智院A-210
云南通用健联医药有限公司,云南民族大学,2018-03-29,广智院A-215
胜利油田恒伟工程管理有限公司,昆明理工大学,2018-03-29,呈贡校区西北区教学楼B栋101
中铁城建集团有限公司,云南财经大学,2018-03-29,学生服务大厅
深圳学而思教育科技有限公司,昆明理工大学,2018-03-28,呈贡校区西北区教学楼B栋101
航天恒星科技有限公司广东分公司,昆明理工大学,2018-03-28,呈贡校区西北区教学楼B栋102
中国电子系统工程第二建设有限公司,昆明理工大学,2018-03-28,呈贡校区中心区教学楼103
云南三只熊信息技术有限公司,云南农业大学,2018-03-28,7号教学楼B区105教室（周三）
云南帝鸿电子商务有限公司,云南农业大学,2018-03-28,7号教学楼B区107教室（周三）
中建二局第二建筑工程有限公司,云南农业大学,2018-03-28,7号教学楼C区106教室（周三）
云南云投盈科物业管理股份有限公司,西南林业大学,2018-03-28,新校区就业创业实训基地一楼报告厅
万达商业管理集团有限公司昆明分公司,昆明理工大学,2018-03-28,呈贡校区信自楼100报告厅
万达商业管理集团有限公司昆明分公司,昆明理工大学,2018-03-28,呈贡校区信自楼100报告厅
中国水利水电第五工程局,昆明理工大学,2018-03-28,呈贡校区西北区教学楼B栋104
杭州水利水电勘测设计院有限公司,昆明理工大学,2018-03-28,呈贡校区西北区教学楼B栋205
人本集团有限公司,昆明理工大学,2018-03-28,呈贡校区西北区教学楼B栋102
沈机集团昆明机床股份有限公司,昆明理工大学,2018-03-28,呈贡校区机电工程学院1楼报告厅
中铁城建集团有限公司,昆明理工大学,2018-03-28,呈贡校区西北区教学楼B栋104
中国核工业二三建设有限公司,昆明理工大学,2018-03-28,呈贡校区西北区教学楼B栋101
宁波中车时代传感技术有限公司,昆明理工大学,2018-03-27,呈贡校区西北区教学楼B栋101
广州市中大管理咨询有限公司,云南财经大学,2018-03-27,学生服务大厅
中国电子系统工程第二建设有限公司,云南农业大学,2018-03-27,7号教学楼B区506教室（周二）
康龙化成（宁波）新药技术有限公司,昆明理工大学,2018-03-27,呈贡校区化工楼负一楼报告厅
木林森股份有限公司,昆明理工大学,2018-03-27,呈贡校区西北区教学楼B栋101
昆明明源拓展科技有限公司,昆明理工大学,2018-03-27,呈贡校区西北区教学楼B栋102
南昌欧菲显示科技有限公司,昆明理工大学,2018-03-27,呈贡校区信自楼100报告厅
云南众焱企业管理有限公司,云南民族大学,2018-03-27,广智院A-209
